(33 , 45)
(32 , 45)
(31 , 45)
(30 , 45)
(30 , 44)
(30 , 43)
(30 , 42)
(30 , 41)
(30 , 40)
(29 , 40)
(28 , 40)
(27 , 40)
(26 , 40)
(25 , 40)
(24 , 40)
(24 , 39)
(23 , 39)
(22 , 39)
(21 , 39)
(20 , 39)
(19 , 39)
(18 , 39)
(17 , 39)
(16 , 39)
(15 , 39)
(14 , 39)
(14 , 38)
(14 , 37)
(14 , 36)
(14 , 35)
(14 , 34)
(14 , 33)
(14 , 32)
(14 , 31)
(14 , 30)
(14 , 29)
(14 , 28)
(14 , 27)
(14 , 26)
(14 , 25)
(14 , 24)
(14 , 23)
(14 , 22)
(14 , 21)
(14 , 20)
(14 , 19)
(13 , 19)
(12 , 19)
(11 , 19)
(11 , 18)
(10 , 18)
(9 , 18)
(9 , 17)
(9 , 16)
(9 , 15)
(9 , 14)
(9 , 13)
(9 , 12)
(9 , 11)
(9 , 10)
(9 , 9)
(9 , 8)
(9 , 7)
(9 , 6)
(9 , 5)
(9 , 4)
(9 , 3)
(8 , 3)
(7 , 3)
(6 , 3)
(5 , 3)
(4 , 3)
(3 , 3)
(2 , 3)
(2 , 2)
(1 , 2)
(0 , 2)
