(282 , 377)
(281 , 376)
(280 , 375)
(279 , 374)
(278 , 373)
(277 , 372)
(276 , 371)
(275 , 370)
(274 , 369)
(273 , 368)
(272 , 367)
(271 , 366)
(270 , 365)
(269 , 364)
(269 , 363)
(268 , 362)
(267 , 361)
(267 , 360)
(267 , 359)
(267 , 358)
(266 , 357)
(266 , 356)
(266 , 355)
(266 , 354)
(266 , 353)
(266 , 352)
(266 , 351)
(265 , 350)
(265 , 349)
(265 , 348)
(265 , 347)
(265 , 346)
(265 , 345)
(264 , 344)
(264 , 343)
(264 , 342)
(264 , 341)
(264 , 340)
(264 , 339)
(263 , 338)
(262 , 339)
(261 , 339)
(260 , 339)
(259 , 339)
(258 , 339)
(257 , 339)
(256 , 340)
(255 , 340)
(254 , 340)
(253 , 340)
(252 , 341)
(251 , 342)
(250 , 342)
(249 , 342)
(248 , 341)
(247 , 341)
(246 , 341)
(245 , 341)
(244 , 341)
(243 , 341)
(242 , 341)
(241 , 341)
(240 , 341)
(239 , 341)
(238 , 341)
(237 , 341)
(236 , 341)
(235 , 340)
(234 , 340)
(233 , 340)
(232 , 340)
(231 , 340)
(230 , 340)
(229 , 340)
(228 , 340)
(227 , 340)
(226 , 340)
(225 , 340)
(224 , 340)
(223 , 340)
(222 , 340)
(221 , 340)
(220 , 339)
(219 , 339)
(218 , 338)
(217 , 337)
(216 , 336)
(215 , 335)
(214 , 334)
(213 , 333)
(212 , 332)
(212 , 331)
(212 , 330)
(212 , 329)
(212 , 328)
(212 , 327)
(212 , 326)
(212 , 325)
(212 , 324)
(212 , 323)
(212 , 322)
(212 , 321)
(212 , 320)
(212 , 319)
(212 , 318)
(212 , 317)
(212 , 316)
(212 , 315)
(211 , 314)
(211 , 313)
(211 , 312)
(211 , 311)
(211 , 310)
(211 , 309)
(211 , 308)
(211 , 307)
(211 , 306)
(211 , 305)
(211 , 304)
(211 , 303)
(211 , 302)
(211 , 301)
(211 , 300)
(211 , 299)
(211 , 298)
(211 , 297)
(211 , 296)
(211 , 295)
(211 , 294)
(211 , 293)
(211 , 292)
(211 , 291)
(211 , 290)
(211 , 289)
(211 , 288)
(211 , 287)
(211 , 286)
(211 , 285)
(211 , 284)
(211 , 283)
(211 , 282)
(211 , 281)
(211 , 280)
(211 , 279)
(211 , 278)
(211 , 277)
(211 , 276)
(211 , 275)
(211 , 274)
(211 , 273)
(211 , 272)
(211 , 271)
(211 , 270)
(211 , 269)
(210 , 268)
(209 , 267)
(208 , 266)
(207 , 265)
(206 , 264)
(205 , 263)
(204 , 262)
(203 , 261)
(202 , 261)
(201 , 261)
(200 , 261)
(199 , 260)
(198 , 260)
(197 , 260)
(196 , 260)
(195 , 259)
(194 , 259)
(193 , 258)
(192 , 258)
(191 , 258)
(190 , 258)
(189 , 258)
(188 , 257)
(187 , 257)
(186 , 257)
(185 , 257)
(184 , 257)
(183 , 257)
(182 , 256)
(181 , 256)
(180 , 256)
(179 , 256)
(178 , 256)
(177 , 256)
(176 , 255)
(175 , 255)
(174 , 255)
(173 , 255)
(172 , 255)
(171 , 255)
(170 , 254)
(169 , 254)
(168 , 254)
(167 , 254)
(166 , 254)
(165 , 253)
(164 , 253)
(163 , 253)
(162 , 252)
(161 , 251)
(160 , 250)
(159 , 249)
(158 , 248)
(157 , 247)
(157 , 246)
(157 , 245)
(157 , 244)
(157 , 243)
(157 , 242)
(157 , 241)
(157 , 240)
(157 , 239)
(157 , 238)
(157 , 237)
(157 , 236)
(157 , 235)
(157 , 234)
(157 , 233)
(157 , 232)
(157 , 231)
(157 , 230)
(157 , 229)
(157 , 228)
(157 , 227)
(157 , 226)
(157 , 225)
(157 , 224)
(157 , 223)
(157 , 222)
(157 , 221)
(157 , 220)
(157 , 219)
(157 , 218)
(157 , 217)
(157 , 216)
(157 , 215)
(157 , 214)
(157 , 213)
(157 , 212)
(157 , 211)
(157 , 210)
(157 , 209)
(157 , 208)
(157 , 207)
(157 , 206)
(157 , 205)
(157 , 204)
(157 , 203)
(157 , 202)
(157 , 201)
(157 , 200)
(157 , 199)
(157 , 198)
(157 , 197)
(157 , 196)
(157 , 195)
(157 , 194)
(157 , 193)
(157 , 192)
(157 , 191)
(157 , 190)
(157 , 189)
(157 , 188)
(157 , 187)
(157 , 186)
(157 , 185)
(157 , 184)
(157 , 183)
(157 , 182)
(157 , 181)
(157 , 180)
(157 , 179)
(157 , 178)
(157 , 177)
(157 , 176)
(157 , 175)
(156 , 174)
(155 , 173)
(154 , 172)
(153 , 171)
(152 , 170)
(151 , 170)
(150 , 170)
(149 , 170)
(148 , 170)
(147 , 169)
(146 , 169)
(145 , 169)
(144 , 169)
(143 , 169)
(142 , 169)
(141 , 169)
(140 , 169)
(139 , 169)
(138 , 168)
(137 , 168)
(136 , 168)
(135 , 168)
(134 , 168)
(133 , 168)
(132 , 168)
(131 , 168)
(130 , 168)
(129 , 168)
(128 , 168)
(127 , 168)
(126 , 168)
(125 , 168)
(124 , 168)
(123 , 168)
(122 , 167)
(121 , 167)
(120 , 167)
(119 , 167)
(118 , 167)
(117 , 167)
(116 , 166)
(115 , 165)
(114 , 164)
(113 , 163)
(112 , 162)
(111 , 161)
(110 , 160)
(109 , 159)
(108 , 158)
(107 , 157)
(106 , 156)
(105 , 155)
(104 , 154)
(103 , 153)
(103 , 152)
(103 , 151)
(103 , 150)
(103 , 149)
(103 , 148)
(103 , 147)
(103 , 146)
(103 , 145)
(103 , 144)
(103 , 143)
(103 , 142)
(103 , 141)
(103 , 140)
(103 , 139)
(103 , 138)
(103 , 137)
(103 , 136)
(103 , 135)
(103 , 134)
(103 , 133)
(103 , 132)
(103 , 131)
(103 , 130)
(103 , 129)
(103 , 128)
(103 , 127)
(103 , 126)
(103 , 125)
(103 , 124)
(103 , 123)
(103 , 122)
(103 , 121)
(103 , 120)
(103 , 119)
(103 , 118)
(103 , 117)
(103 , 116)
(103 , 115)
(103 , 114)
(103 , 113)
(103 , 112)
(103 , 111)
(103 , 110)
(103 , 109)
(103 , 108)
(103 , 107)
(102 , 106)
(102 , 105)
(102 , 104)
(102 , 103)
(102 , 102)
(101 , 101)
(101 , 100)
(101 , 99)
(101 , 98)
(101 , 97)
(101 , 96)
(101 , 95)
(101 , 94)
(101 , 93)
(101 , 92)
(101 , 91)
(101 , 90)
(101 , 89)
(101 , 88)
(101 , 87)
(101 , 86)
(101 , 85)
(101 , 84)
(101 , 83)
(101 , 82)
(101 , 81)
(101 , 80)
(101 , 79)
(101 , 78)
(101 , 77)
(101 , 76)
(101 , 75)
(101 , 74)
(101 , 73)
(101 , 72)
(101 , 71)
(101 , 70)
(101 , 69)
(101 , 68)
(100 , 67)
(99 , 66)
(99 , 65)
(99 , 64)
(99 , 63)
(99 , 62)
(98 , 61)
(97 , 60)
(96 , 59)
(95 , 58)
(94 , 57)
(93 , 56)
(92 , 55)
(91 , 54)
(90 , 53)
(89 , 52)
(88 , 51)
(87 , 50)
(86 , 49)
(85 , 48)
(84 , 47)
(83 , 46)
(82 , 45)
(81 , 45)
(80 , 45)
(79 , 45)
(78 , 44)
(77 , 44)
(76 , 44)
(75 , 44)
(74 , 44)
(73 , 44)
(72 , 44)
(71 , 44)
(70 , 44)
(69 , 44)
(68 , 44)
(67 , 44)
(66 , 44)
(65 , 44)
(64 , 44)
(63 , 44)
(62 , 44)
(61 , 44)
(60 , 44)
(59 , 44)
(58 , 44)
(57 , 44)
(56 , 44)
(55 , 44)
(54 , 44)
(53 , 43)
(52 , 43)
(51 , 43)
(50 , 42)
(49 , 41)
(48 , 40)
(47 , 40)
(46 , 39)
(45 , 39)
(44 , 39)
(43 , 38)
(42 , 37)
(41 , 36)
(40 , 36)
(39 , 36)
(38 , 36)
(37 , 37)
(36 , 36)
(35 , 36)
(34 , 36)
(33 , 36)
(32 , 35)
(31 , 35)
(30 , 35)
(29 , 34)
(28 , 34)
(27 , 33)
(26 , 33)
(25 , 33)
(24 , 32)
(23 , 32)
(22 , 32)
(21 , 31)
(20 , 31)
(19 , 31)
(18 , 30)
(17 , 30)
(16 , 30)
(15 , 29)
(14 , 29)
(13 , 29)
(12 , 28)
(11 , 28)
(10 , 28)
(9 , 28)
(8 , 27)
(7 , 27)
(6 , 27)
(5 , 26)
(4 , 26)
(3 , 26)
(2 , 25)
(1 , 25)
(0 , 25)
